ANR,20120110,0.034200
ANR,20120113,-0.037694
ANR,20120124,-0.031792
ANR,20120126,0.024857
ANR,20120130,-0.022633
ANR,20120203,0.036506
ANR,20120206,-0.029851
ANR,20120210,-0.028125
ANR,20120224,-0.030272
ANR,20120306,-0.030581
ANR,20120307,0.021001
ANR,20120322,-0.020958
ANR,20120330,0.021625
JWN,20120106,-0.025687
FCX,20120110,0.038422
FCX,20120117,0.025238
FCX,20120210,-0.023697
FCX,20120305,-0.022127
FCX,20120306,-0.033127
FCX,20120404,-0.027216
DPS,20120113,-0.020548
DPS,20120215,0.038098
CCL,20120113,-0.021912
CCL,20120117,-0.140023
CCL,20120118,0.020270
CCL,20120130,-0.021654
CCL,20120306,-0.024406
CCL,20120312,0.026169
CCL,20120404,-0.021156
CMA,20120110,0.020099
CMA,20120222,-0.041301
CMA,20120320,-0.023724
MPC,20120105,-0.020735
MPC,20120120,0.039331
MPC,20120131,0.033885
MPC,20120201,0.091052
JPM,20120110,0.021813
JPM,20120113,-0.043148
JPM,20120117,-0.029788
JPM,20120306,-0.023515
TEL,20120125,-0.096052
TEL,20120222,-0.023578
TEL,20120330,0.030956
TWX,20120130,-0.021843
ADI,20120118,0.033747
MON,20120105,0.021880
HCBK,20120125,-0.035211
MKC,20120126,-0.026224
CA,20120112,0.045368
CA,20120125,0.139790
CA,20120210,-0.022116
SNA,20120202,0.024886
WPX,20120111,-0.023557
WPX,20120217,0.027538
WPX,20120305,0.030286
AMP,20120201,0.023529
AMP,20120202,-0.065900
CTAS,20120308,0.021568
EQT,20120123,0.028078
EQT,20120130,-0.020295
TSN,20120203,0.040816
CLF,20120110,0.030225
CLF,20120117,0.021068
CLF,20120127,-0.056531
CLF,20120203,0.023468
CLF,20120207,0.023736
CLF,20120216,-0.039167
CLF,20120306,-0.031008
CLF,20120314,0.051918
CLF,20120320,-0.037857
SLB,20120110,0.023830
SLB,20120117,0.020297
SLB,20120306,-0.024178
HAL,20120110,0.022329
HAL,20120123,-0.022652
HAL,20120127,0.034015
IFF,20120203,0.022841
IFF,20120209,0.036978
DOV,20120125,0.020506
DOV,20120126,0.025140
WAT,20120118,-0.023271
WAT,20120123,0.026927
AVY,20120131,-0.075261
AVY,20120201,0.032044
EQR,20120202,-0.027491
WPI,20120124,-0.032861
WPI,20120125,0.031312
WPI,20120214,0.022353
CAM,20120110,0.022161
CAM,20120202,-0.024003
CAM,20120323,0.025819
PCS,20120105,-0.048919
PCS,20120223,0.071012
PCS,20120229,-0.025408
PCS,20120305,-0.035985
PCS,20120306,-0.021084
ADM,20120131,-0.029283
ADM,20120201,0.022005
ADM,20120323,-0.021739
PPG,20120405,0.040247
CVH,20120323,0.021111
HP,20120110,0.027061
HP,20120131,0.058843
HP,20120217,0.027520
HP,20120306,-0.021523
ALTR,20120118,0.020507
ALTR,20120125,-0.045115
TRIP,20120104,-0.030417
TRIP,20120105,-0.043224
TRIP,20120111,-0.038198
TRIP,20120127,-0.021256
TRIP,20120131,-0.025284
TRIP,20120209,-0.176471
CHRW,20120201,-0.057234
SRCL,20120110,0.020812
LEN,20120112,-0.027416
LEN,20120203,0.024839
